Date,Adj Close,Volume,press release,Price change 12mo,Price change 8mo,Price change 4mo
2015-01-01,56.450001,83229800,,,,
2015-02-01,69.379997,93211500,,,,
2015-03-01,66.809998,99918700,,,,
2015-04-01,72.82,98160500,,,,
2015-05-01,72.75,136305600,,,,
2015-06-01,69.629997,73120300,,,,
2015-07-01,73.300003,63042900,,,,
2015-08-01,69.360001,95186600,,,,
2015-09-01,69.43,80592500,,,,
2015-10-01,77.709999,77750700,,,,
2015-11-01,79.690002,76873300,,,,
2015-12-01,78.400002,69180800,,,,
2016-01-01,68.059998,97892000,,,,
2016-02-01,67.75,189669400,,,,
2016-03-01,73.830002,87015600,,,,
2016-04-01,75.800003,58319200,,,,
2016-05-01,83.709999,91841200,,,,
2016-06-01,79.410004,84250000,,,,
2016-07-01,81.800003,59886400,,,,
2016-08-01,79.419998,107540000,,,,
2016-09-01,71.330002,169614500,,,,
2016-10-01,75.160004,225392900,,,,
2016-11-01,72.0,159038200,,,,
2016-12-01,68.459999,119876900,,,,
2017-01-01,79.099998,97775300,,,,
2017-02-01,81.349998,90156800,,,,
2017-03-01,82.489998,103152800,,,,
2017-04-01,86.120003,72973400,,,,
2017-05-01,89.639999,110947400,,,,
2017-06-01,86.599998,116149700,,,,
2017-07-01,90.800003,62632700,,,,
2017-08-01,95.489998,98983800,,,,
2017-09-01,93.419998,85045800,,,,
2017-10-01,102.339996,74371600,,,,
2017-11-01,104.32,111544800,,,,
2017-12-01,102.230003,83067800,,,,
2018-01-01,113.910004,81993000,,,,
2018-02-01,116.25,111440300,We had an outstanding quarter of growth that propelled Salesforce over the $10 billion revenue milestone for the year. No other enterprise software company has achieved this scale faster than Salesforce. Our relentless focus on customer success continues to strengthen our position as the global leader in CRM.,35.720000999999996,20.990004999999996,20.149993999999992
2018-03-01,116.300003,176276800,,,,
2018-04-01,120.989998,95611300,,,,
2018-05-01,129.330002,106160700,,,,
2018-06-01,136.399994,117896600,,,,
2018-07-01,137.149994,98441800,,,,
2018-08-01,152.679993,109287100,,,,
2018-09-01,159.029999,103930100,,,,
2018-10-01,137.240005,156926500,,,,
2018-11-01,142.759995,165748000,,,,
2018-12-01,136.970001,138255600,,,,
2019-01-01,151.970001,117780700,,,,
2019-02-01,163.649994,96292900,"We had another year of outstanding revenue growth, surpassing $13 billion in revenue faster than any other enterprise software company in history. As companies of all sizes turn to Salesforce, we're enabling them to put the customer at the center of their digital transformation through our intelligent Customer 360 platform. I've never been more excited about the opportunity ahead. Our relentless focus on delivering innovation and customer success has fueled our growth and solidified our leadership in the enterprise. This is just the beginning, which is why we're now targeting $26 to $28 billion in revenue by FY23 – organically doubling our revenue again in the next four years.",18.660004000000015,-7.159988999999996,-11.919997999999993
2019-03-01,158.369995,135505600,,,,
2019-04-01,165.350006,80967300,,,,
2019-05-01,151.410004,100318900,,,,
2019-06-01,151.729996,182833500,,,,
2019-07-01,154.5,113128800,,,,
2019-08-01,156.070007,200511800,,,,
2019-09-01,148.440002,93687300,,,,
2019-10-01,156.490005,100268100,,,,
2019-11-01,162.889999,92246400,,,,
2019-12-01,162.639999,109481400,,,,
