Date,Adj Close,Volume,press release,Price change 12mo,Price change 8mo,Price change 4mo
2015-01-01,38.122101,116055300,,,,
2015-02-01,40.558586,112821400,,,,
2015-03-01,39.668137,113588200,,,,
2015-04-01,39.745201,98185000,,,,
2015-05-01,41.824631,89226800,,,,
2015-06-01,42.237709,108410700,,,,
2015-07-01,43.623253,118347200,,,,
2015-08-01,39.164341,148048600,,,,
2015-09-01,34.780067,160513800,,,,
2015-10-01,38.740616,173492100,,,,
2015-11-01,39.069935,109825400,,,,
2015-12-01,39.061237,120192000,,,,
2016-01-01,32.920685,178808100,,,,
2016-02-01,33.907413,148835100,,,,
2016-03-01,36.611965,146242600,,,,
2016-04-01,34.047462,180306100,,,,
2016-05-01,34.898293,251941800,,,,
2016-06-01,34.616505,224900700,,,,
2016-07-01,39.406975,219172600,,,,
2016-08-01,37.230869,227349600,,,,
2016-09-01,37.470097,161480600,,,,
2016-10-01,34.767708,187783500,,,,
2016-11-01,33.94548,180432800,,,,
2016-12-01,34.248642,178428200,,,,
2017-01-01,37.244621,211271100,,,,
2017-02-01,40.455658,165452100,,,,
2017-03-01,39.854382,148914700,,,,
2017-04-01,39.163383,135569400,,,,
2017-05-01,41.226788,132880600,,,,
2017-06-01,43.890377,160419100,,,,
2017-07-01,44.405037,114458500,,,,
2017-08-01,46.248684,101731600,,,,
2017-09-01,48.445824,125039500,,,,
2017-10-01,49.235706,125041700,,,,
2017-11-01,51.428955,110451700,,,,
2017-12-01,52.067596,128810800,,,,
2018-01-01,56.711449,156001900,"2017 was a great year for us — we performed well, our new product pipeline was highly productive and we took some very important strategic steps forward. e’re entering 2018 with very good momentum.",5.133094,-0.5322269999999989,-3.4231340000000046
2018-02-01,55.305077,142631600,,,,
2018-03-01,54.929226,141022100,,,,
2018-04-01,53.288315,136142700,,,,
2018-05-01,56.676636,119238100,,,,
2018-06-01,56.179222,106517500,,,,
2018-07-01,60.370335,108829300,,,,
2018-08-01,61.844543,94870900,,,,
2018-09-01,67.877251,109301400,,,,
2018-10-01,63.787594,182684600,,,,
2018-11-01,68.797401,133863300,,,,
2018-12-01,67.199394,144019200,,,,
2019-01-01,67.803299,157850300,"2018 was another outstanding year for Abbott. We exceeded the organic sales growth range we set at the beginning of the year, achieved a number of significant advances in our pipeline, and significantly improved our balance sheet and strategic flexibility. We’re very well-positioned heading into 2019.",12.457611,11.014769999999999,6.456009000000009
2019-02-01,72.448563,108040800,,,,
2019-03-01,74.613991,119619800,,,,
2019-04-01,74.259308,118461000,,,,
2019-05-01,71.348633,106179900,,,,
2019-06-01,78.818069,115148900,,,,
2019-07-01,81.629662,103737300,,,,
2019-08-01,80.26091,103677800,,,,
2019-09-01,78.708733,78671800,,,,
2019-10-01,78.65229,111637800,,,,
2019-11-01,80.70546,97884200,,,,
2019-12-01,82.037163,84085400,,,,
2020-01-01,82.301605,119657000,Our focus on organic growth is driving top-tier performance. We're entering 2020 with very good momentum and targeting continued strong growth.,22.371323000000004,4.783768000000009,5.044571000000005
2020-02-01,73.061974,102112300,,,,
2020-03-01,74.845131,311358400,,,,
2020-04-01,87.346176,235185700,,,,
2020-05-01,90.409508,143620300,,,,
2020-06-01,87.085373,141992200,,,,
2020-07-01,95.857719,104582100,,,,
2020-08-01,104.672928,121421000,,,,
2020-09-01,104.060959,111435100,,,,
2020-10-01,100.503975,102805400,,,,
2020-11-01,103.822594,103380500,,,,
2020-12-01,105.040977,98501800,,,,
2021-01-01,118.568031,108930500,"Despite challenging conditions, we achieved double-digit EPS growth, delivered ground-breaking innovation and advanced our new product pipeline in 2020. We exited the year with a lot of momentum and are forecasting EPS growth of more than 35 percent in 2021.",4.067504999999997,-6.490669000000011,-2.903244000000001
2021-02-01,115.375809,92388900,,,,
2021-03-01,115.433601,120107900,,,,
2021-04-01,115.664787,106577900,,,,
2021-05-01,112.773445,98377600,,,,
2021-06-01,112.077362,197860400,,,,
2021-07-01,116.959549,99473100,,,,
2021-08-01,122.635536,88701600,,,,
2021-09-01,114.639046,97660400,,,,
2021-10-01,125.081062,110081300,,,,
2021-11-01,122.524513,111475700,,,,
2021-12-01,137.108215,118115400,,,,
2022-01-01,124.170898,155539600,"2021 was an outstanding year for Abbott. We achieved more than 40 percent EPS growth, exceeding the baseline EPS guidance we set at the beginning of last year and, importantly, continued to advance our new product pipeline across the portfolio.",-22.969223,-17.52789999999999,-13.209738999999999
2022-02-01,117.921883,111246800,,,,
2022-03-01,115.71244,123453100,,,,
2022-04-01,110.961159,102385000,,,,
2022-05-01,115.29026,125858700,,,,
2022-06-01,106.642998,112185100,,,,
2022-07-01,106.829483,93492900,,,,
2022-08-01,101.201675,89963300,,,,
2022-09-01,95.394775,116797900,,,,
2022-10-01,97.544022,154040800,,,,
2022-11-01,106.562553,108225500,,,,
2022-12-01,108.751656,91861400,,,,
2023-01-01,109.504471,102767600,,,,
2023-02-01,101.21418,88645400,,,,
2023-03-01,100.75647,129263600,,,,
2023-04-01,109.92067,111525900,,,,
2023-05-01,102.0,92188800,,,,
