Date,Adj Close,Volume,press release,Price change 12mo,Price change 8mo,Price change 4mo
2015-01-01,25.865946,689892600,,,,
2015-02-01,26.030357,456578100,,,,
2015-03-01,24.655863,910690800,,,,
2015-04-01,25.665117,568144200,,,,
2015-05-01,27.17112,498672700,,,,
2015-06-01,24.159094,701953000,,,,
2015-07-01,22.991646,829691000,,,,
2015-08-01,22.666025,706404700,,,,
2015-09-01,24.135567,680884100,,,,
2015-10-01,27.114485,703298300,,,,
2015-11-01,27.843193,459871400,,,,
2015-12-01,27.781282,427664700,,,,
2016-01-01,25.015244,615464900,,,,
2016-02-01,23.862062,526508800,,,,
2016-03-01,26.317404,471958200,,,,
2016-04-01,24.633417,515836800,,,,
2016-05-01,25.699125,431523200,,,,
2016-06-01,26.913971,484891000,,,,
2016-07-01,28.604305,530528900,,,,
2016-08-01,29.449474,390892300,,,,
2016-09-01,31.210484,505600300,,,,
2016-10-01,28.829393,471649900,,,,
2016-11-01,28.688841,412448100,,,,
2016-12-01,30.213915,405906200,,,,
2017-01-01,30.672087,456335100,,,,
2017-02-01,30.155605,477551300,,,,
2017-03-01,30.261808,546151800,,,,
2017-04-01,30.328934,444122200,,,,
2017-05-01,30.29538,432927300,,,,
2017-06-01,28.51758,499455600,,,,
2017-07-01,29.979811,440860400,,,,
2017-08-01,29.64172,497303200,,,,
2017-09-01,32.427437,431948900,,,,
2017-10-01,38.737492,633392500,,,,
2017-11-01,38.183983,579910400,,,,
2017-12-01,39.540993,559756900,,,,
2018-01-01,41.237072,910041000,"A strong fourth-quarter performance helped drive robust full-year results, exemplified by currency-neutral, double-digit adjusted earnings per share growth, despite previously disclosed challenges in Russia and Saudi Arabia. The excellent performance of our flagship smoke-free product IQOS -- not only in Asia, but also in the vast majority of our launch geographies -- underscored its great promise and the commitment of our employees to lead the transformation of our industry towards a smoke-free future. Continued investment behind IQOS in 2018 is expected to further drive its positive momentum. For the first time since 2011, we have entered the year with annual guidance that reflects a positive currency impact. Our combustible product portfolio provides us with a strong foundation. The confirmed potential of our smoke-free alternatives reinforces our strong determination to deploy all necessary resources to accelerate their growth, which will drive our business success and ability to generously reward our shareholders over the long term.",0.7709240000000008,1.8811910000000012,3.280979000000002
2018-02-01,42.222172,608494100,,,,
2018-03-01,44.914768,710899300,,,,
2018-04-01,44.518051,666315000,,,,
2018-05-01,47.605522,486323900,,,,
2018-06-01,43.118263,638342400,,,,
2018-07-01,41.721752,479303100,,,,
2018-08-01,42.007996,516977100,,,,
2018-09-01,41.26862,462762400,,,,
2018-10-01,40.910831,782226900,,,,
2018-11-01,43.031429,552786700,,,,
2018-12-01,41.212193,565278100,,,,
2019-01-01,41.379047,620374700,"2018 was a truly remarkable year for Intel with record revenue in every business segment and record profits as we transform the company to pursue our biggest market opportunity ever. In the fourth quarter, we grew revenue, expanded earnings and previewed new 10nm-based products that position Intel to compete and win going forward. Looking ahead, we are forecasting another record year and raising the dividend based on our view that the explosive growth of data will drive continued demand for Intel products.",0.7751620000000017,1.1841700000000017,3.726509
2019-02-01,46.507519,410236000,,,,
2019-03-01,47.45628,435022900,,,,
2019-04-01,45.105556,472425200,,,,
2019-05-01,38.919449,637861500,,,,
2019-06-01,42.563217,416046000,,,,
2019-07-01,44.94611,431034400,,,,
2019-08-01,42.154209,531370100,,,,
2019-09-01,46.126812,387955800,,,,
2019-10-01,50.602531,438267300,,,,
2019-11-01,51.963158,319751400,,,,
2019-12-01,53.869274,419629000,,,,
2020-01-01,57.541565,534150100,"In 2019, we gained share in an expanded addressable market that demands more performance to process, move and store data. One year into our long-term financial plan, we have outperformed our revenue and EPS expectations. Looking ahead, we are investing to win the technology inflections of the future, play a bigger role in the success of our customers and increase shareholder returns.",-11.196762,-3.119396000000002,-3.2894170000000003
2020-02-01,49.971966,441506700,,,,
2020-03-01,48.951756,961035400,,,,
2020-04-01,54.252148,617557900,,,,
2020-05-01,56.920437,409253500,,,,
2020-06-01,54.422169,570572500,,,,
2020-07-01,43.415836,808654500,,,,
2020-08-01,46.344803,667321500,,,,
2020-09-01,47.419655,680429800,,,,
2020-10-01,40.55122,738437500,,,,
2020-11-01,44.278488,676942800,,,,
2020-12-01,45.956554,883810300,,,,
2021-01-01,51.205303,962555600,"We significantly exceeded our expectations for the quarter, capping off our fifth consecutive record year. Demand for the computing performance Intel delivers remains very strong and our focus on growth opportunities is paying off. It has been an honor to lead this wonderful company, and I am proud of what we have achieved as a team. Intel is in a strong strategic and financial position as we make this leadership transition and take Intel to the next level.",-0.7258530000000007,1.2163809999999984,2.1854820000000004
2021-02-01,56.06662,511339300,,,,
2021-03-01,59.395267,770803800,,,,
2021-04-01,53.390785,654934800,,,,
2021-05-01,53.010281,495384200,,,,
2021-06-01,52.421684,511873100,,,,
2021-07-01,50.161968,516953700,,,,
2021-08-01,50.47945,402375000,,,,
2021-09-01,50.074413,413346700,,,,
2021-10-01,46.051918,672042200,,,,
2021-11-01,46.239883,617076700,,,,
2021-12-01,48.738094,714651800,,,,
2022-01-01,46.20182,890542800,"Q4 represented a great finish to a great year. We exceeded top-line quarterly guidance by over $1 billion and delivered the best quarterly and full-year revenue in the company's history. Our disciplined focus on execution across technology development, manufacturing, and our traditional and emerging businesses is reflected in our results. We remain committed to driving long-term, sustainable growth as we relentlessly execute our IDM 2.0 strategy.",-15.522942999999998,-10.246401999999996,-4.635269000000001
2022-02-01,45.141891,756814900,,,,
2022-03-01,47.259422,849288700,,,,
2022-04-01,41.566551,639472500,,,,
2022-05-01,42.358017,773236800,,,,
2022-06-01,35.955418,783353000,,,,
2022-07-01,34.89819,792918100,,,,
2022-08-01,30.678877,899717100,,,,
2022-09-01,25.018047,889075300,,,,
2022-10-01,27.60043,981043600,,,,
2022-11-01,29.192575,788916300,,,,
2022-12-01,26.005337,758549700,,,,
2023-01-01,27.805933,840843300,,,,
2023-02-01,24.529438,880323200,,,,
2023-03-01,32.536758,1193573500,,,,
2023-04-01,30.933327,728887300,,,,
2023-05-01,31.311777,968032100,,,,
