Date,Adj Close,Volume,press release,Price change 12mo,Price change 8mo,Price change 4mo
2015-01-01,13.573333,1353076500,,2.427335000000001,2.9866660000000014,3.1466660000000015
2015-02-01,13.556,1600762500,,,,
2015-03-01,12.584667,1844851500,,,,
2015-04-01,15.07,1484176500,,,,
2015-05-01,16.719999,1336917000,,,,
2015-06-01,17.884001,982096500,,,,
2015-07-01,17.743334,1200915000,,,,
2015-08-01,16.604,1728961500,,,,
2015-09-01,16.559999,1204321500,,,,
2015-10-01,13.795333,1512180000,,,,
2015-11-01,15.350667,1177326000,,,,
2015-12-01,16.000668,897682500,,,,
2016-01-01,12.746667,1188708000,,,,
2016-02-01,12.795333,2005587000,,,,
2016-03-01,15.318,1543830000,,,,
2016-04-01,16.050667,2032609500,,,,
2016-05-01,14.882,1549612500,,,,
2016-06-01,14.152,1825092000,,,,
2016-07-01,15.652667,1110958500,,,,
2016-08-01,14.134,934366500,,,,
2016-09-01,13.602,1059478500,,,,
2016-10-01,13.182,1381992000,,,,
2016-11-01,12.626667,1483290000,,,,
2016-12-01,14.246,1319901000,,,,
2017-01-01,16.795334,1510194000,,,,
2017-02-01,16.666,1793100000,,,,
2017-03-01,18.553333,1605529500,,,,
2017-04-01,20.938,1754259000,,,,
2017-05-01,22.733999,2220694500,,,,
2017-06-01,24.107332,2789266500,,,,
2017-07-01,21.564667,2724600000,,,,
2017-08-01,23.726667,2054124000,,,,
2017-09-01,22.74,1672690500,,,,
2017-10-01,22.101999,1845550500,,,,
2017-11-01,20.59,2232192000,,,,
2017-12-01,20.756666,1648270500,,,,
2018-01-01,23.620667,1864072500,,,,
2018-02-01,22.870667,1637850000,,,,
2018-03-01,17.742001,2359027500,,,,
2018-04-01,19.593332,2854662000,,,,
2018-05-01,18.982,2333671500,,,,
2018-06-01,22.863333,3201376500,,,,
2018-07-01,19.875999,2584923000,,,,
2018-08-01,20.110666,4160403000,,,,
2018-09-01,17.651333,2941131000,,,,
2018-10-01,22.488001,4295410500,,,,
2018-11-01,23.365334,1995286500,,,,
2018-12-01,22.186666,2196768000,,,,
2019-01-01,20.468,2634781500,,7.420666000000001,-4.409998999999999,-8.124
2019-02-01,21.325333,1928251500,,,,
2019-03-01,18.657333,3206902500,,,,
2019-04-01,15.912667,3461209500,,,,
2019-05-01,12.344,4238982000,,,,
2019-06-01,14.897333,3224559000,,,,
2019-07-01,16.107332,2990050500,,,,
2019-08-01,15.040667,2006859000,,,,
2019-09-01,16.058001,2036629500,,,,
2019-10-01,20.994667,3419739000,,,,
2019-11-01,21.996,2366562000,,,,
2019-12-01,27.888666,3106200000,,,,
2020-01-01,43.371334,6108277500,,,,
2020-02-01,44.532665,7088802000,,,,
2020-03-01,34.933334,6314025000,,,,
2020-04-01,52.125332,5722162500,,,,
2020-05-01,55.666668,4090554000,,,,
2020-06-01,71.987335,3836590500,,,,
2020-07-01,95.384003,5679502500,,,,
2020-08-01,166.106674,4672135200,,,,
2020-09-01,143.003326,5208854400,,,,
2020-10-01,129.346664,2500999200,,,,
2020-11-01,189.199997,2347796400,,,,
2020-12-01,235.223328,3589038000,,,,
2021-01-01,264.51001,2117084400,,,,
2021-02-01,225.166672,1568573700,,,,
2021-03-01,222.643326,2827357200,,,,
2021-04-01,236.479996,2035619100,,,,
2021-05-01,208.406662,1875527400,,,,
2021-06-01,226.566666,1559765700,,,,
2021-07-01,229.066666,1345349400,,,,
2021-08-01,245.240005,1143974700,,,,
2021-09-01,258.493347,1170513900,,,,
2021-10-01,371.333344,1586803800,,,,
2021-11-01,381.58667,1947334500,,,,
2021-12-01,352.26001,1530167700,,,,
2022-01-01,312.23999,1916006400,,,,
2022-02-01,290.143341,1391126700,,,,
2022-03-01,359.200012,1729272900,,,,
2022-04-01,290.253326,1520959800,,,,
2022-05-01,252.753326,1948221600,,,,
2022-06-01,224.473328,2011227900,,,,
2022-07-01,297.149994,1744884000,,,,
2022-08-01,275.609985,1695263200,,,,
2022-09-01,265.25,1299271000,,,,
2022-10-01,227.539993,1735263100,,,,
2022-11-01,194.699997,1885275300,,,,
2022-12-01,123.18,2944247700,,,,
2023-01-01,173.220001,3897499400,,,,
2023-02-01,205.710007,3624845100,,,,
2023-03-01,207.460007,3311619900,,,,
2023-04-01,164.309998,2505176300,,,,
2023-05-01,203.929993,2681994800,,,,
